dteday,season,holiday,workingday,temp,hum,windspeed,cnt,weathersit_2,weathersit_3,weathersit_4,hr_sin,hr_cos,mnth_sin,mnth_cos,weekday_sin,weekday_cos
2011-01-01 20:00:00,1,0,0,16.400000000000002,87.0,16.997899999999998,36,True,False,False,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
2011-01-01 21:00:00,1,0,0,16.400000000000002,87.0,12.998000000000001,34,True,False,False,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
2011-01-01 22:00:00,1,0,0,16.400000000000002,94.0,15.001299999999999,28,True,False,False,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
2011-01-01 23:00:00,1,0,0,18.86,88.0,19.999499999999998,39,True,False,False,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
2011-01-02 00:00:00,1,0,0,18.86,88.0,19.999499999999998,17,True,False,False,0.0,1.0,0.49999999999999994,0.8660254037844387,0.0,1.0
2011-01-02 01:00:00,1,0,0,18.04,94.0,16.997899999999998,17,True,False,False,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,0.0,1.0
2011-01-02 02:00:00,1,0,0,17.22,100.0,19.0012,9,True,False,False,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0.0,1.0
2011-01-02 03:00:00,1,0,0,18.86,94.0,12.998000000000001,6,True,False,False,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387,0.0,1.0
2011-01-02 04:00:00,1,0,0,18.86,94.0,12.998000000000001,3,True,False,False,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.0,1.0
2011-01-02 06:00:00,1,0,0,17.22,77.0,19.999499999999998,2,False,True,False,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.0,1.0
2011-01-02 07:00:00,1,0,0,16.400000000000002,76.0,12.998000000000001,1,True,False,False,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.0,1.0
2011-01-02 08:00:00,1,0,0,16.400000000000002,71.0,15.001299999999999,8,False,True,False,0.8660254037844387,-0.49999999999999983,0.49999999999999994,0.8660254037844387,0.0,1.0
2011-01-02 09:00:00,1,0,0,15.58,76.0,15.001299999999999,20,True,False,False,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,0.0,1.0
2011-01-02 10:00:00,1,0,0,14.76,81.0,15.001299999999999,53,True,False,False,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,0.0,1.0
2011-01-02 11:00:00,1,0,0,14.76,71.0,16.997899999999998,70,True,False,False,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,0.0,1.0
2011-01-02 12:00:00,1,0,0,14.76,66.0,19.999499999999998,93,True,False,False,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0.0,1.0
2011-01-02 13:00:00,1,0,0,14.76,66.0,8.9981,75,True,False,False,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,0.0,1.0
2011-01-02 14:00:00,1,0,0,14.76,76.0,12.998000000000001,59,False,True,False,-0.4999999999999998,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0.0,1.0
2011-01-02 15:00:00,1,0,0,13.940000000000001,81.0,11.0014,74,False,True,False,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,0.0,1.0
2011-01-02 16:00:00,1,0,0,13.940000000000001,71.0,11.0014,76,False,True,False,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0.0,1.0
2011-01-02 17:00:00,1,0,0,13.940000000000001,56.99999999999999,12.998000000000001,65,False,False,False,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.0,1.0
2011-01-02 18:00:00,1,0,0,14.76,46.0,22.0028,53,True,False,False,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0.0,1.0
2011-01-02 19:00:00,1,0,0,13.120000000000001,42.0,30.002599999999997,30,False,False,False,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,0.0,1.0
2011-01-02 20:00:00,1,0,0,12.299999999999999,39.0,23.9994,22,False,False,False,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.0,1.0
2011-01-02 21:00:00,1,0,0,10.66,44.0,22.0028,31,False,False,False,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,0.0,1.0
2011-01-02 22:00:00,1,0,0,9.84,44.0,19.999499999999998,9,False,False,False,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,0.0,1.0
2011-01-02 23:00:00,1,0,0,9.02,47.0,11.0014,8,False,False,False,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,0.0,1.0
2011-01-03 00:00:00,1,0,1,9.02,44.0,23.9994,5,False,False,False,0.0,1.0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2011-01-03 01:00:00,1,0,1,8.200000000000001,44.0,27.999299999999998,2,False,False,False,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2011-01-03 04:00:00,1,0,1,6.5600000000000005,47.0,26.0027,1,False,False,False,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2011-01-03 05:00:00,1,0,1,6.5600000000000005,47.0,19.0012,3,False,False,False,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2011-01-03 06:00:00,1,0,1,5.74,50.0,26.0027,30,False,False,False,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2011-01-03 07:00:00,1,0,1,5.74,50.0,12.998000000000001,64,False,False,False,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2011-01-03 08:00:00,1,0,1,5.74,50.0,19.0012,154,False,False,False,0.8660254037844387,-0.49999999999999983,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2011-01-03 09:00:00,1,0,1,6.5600000000000005,43.0,26.0027,88,False,False,False,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2011-01-03 10:00:00,1,0,1,7.38,43.0,16.997899999999998,44,False,False,False,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2011-01-03 11:00:00,1,0,1,8.200000000000001,40.0,22.0028,51,False,False,False,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2011-01-03 12:00:00,1,0,1,9.02,35.0,19.999499999999998,61,False,False,False,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2011-01-03 13:00:00,1,0,1,9.84,35.0,19.0012,61,False,False,False,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2011-01-03 14:00:00,1,0,1,10.66,30.0,19.0012,77,False,False,False,-0.4999999999999998,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2011-01-03 15:00:00,1,0,1,10.66,30.0,16.997899999999998,72,False,False,False,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2011-01-03 16:00:00,1,0,1,10.66,30.0,16.997899999999998,76,False,False,False,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2011-01-03 17:00:00,1,0,1,9.84,30.0,15.001299999999999,157,False,False,False,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2011-01-03 18:00:00,1,0,1,9.84,32.0,7.0015,157,False,False,False,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2011-01-03 19:00:00,1,0,1,8.200000000000001,47.0,0.0,110,False,False,False,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2011-01-03 20:00:00,1,0,1,8.200000000000001,47.0,7.0015,52,False,False,False,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2011-01-03 21:00:00,1,0,1,7.38,64.0,8.9981,52,False,False,False,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2011-01-03 22:00:00,1,0,1,5.74,69.0,8.9981,20,False,False,False,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2011-01-03 23:00:00,1,0,1,7.38,55.00000000000001,7.0015,12,False,False,False,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2011-01-04 00:00:00,1,0,1,6.5600000000000005,55.00000000000001,7.0015,5,False,False,False,0.0,1.0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2011-01-04 01:00:00,1,0,1,6.5600000000000005,59.0,7.0015,2,False,False,False,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2011-01-04 02:00:00,1,0,1,5.74,63.0,8.9981,1,False,False,False,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2011-01-04 04:00:00,1,0,1,5.74,63.0,6.0032,2,False,False,False,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2011-01-04 05:00:00,1,0,1,4.92,68.0,7.0015,4,False,False,False,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2011-01-04 06:00:00,1,0,1,4.92,74.0,7.0015,36,False,False,False,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2011-01-04 07:00:00,1,0,1,4.92,74.0,8.9981,94,False,False,False,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2011-01-04 08:00:00,1,0,1,5.74,69.0,11.0014,179,False,False,False,0.8660254037844387,-0.49999999999999983,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2011-01-04 09:00:00,1,0,1,6.5600000000000005,64.0,15.001299999999999,100,False,False,False,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2011-01-04 10:00:00,1,0,1,6.5600000000000005,69.0,22.0028,42,True,False,False,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2011-01-04 11:00:00,1,0,1,9.02,51.0,19.999499999999998,57,False,False,False,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2011-01-04 12:00:00,1,0,1,9.02,51.0,11.0014,78,False,False,False,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2011-01-04 13:00:00,1,0,1,9.84,56.00000000000001,12.998000000000001,97,False,False,False,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2011-01-04 14:00:00,1,0,1,10.66,52.0,15.001299999999999,63,False,False,False,-0.4999999999999998,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2011-01-04 15:00:00,1,0,1,11.48,52.0,16.997899999999998,65,False,False,False,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2011-01-04 16:00:00,1,0,1,12.299999999999999,49.0,16.997899999999998,83,False,False,False,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2011-01-04 17:00:00,1,0,1,11.48,48.0,15.001299999999999,212,False,False,False,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2011-01-04 18:00:00,1,0,1,10.66,48.0,12.998000000000001,182,False,False,False,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2011-01-04 19:00:00,1,0,1,9.84,48.0,7.0015,112,False,False,False,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2011-01-04 20:00:00,1,0,1,9.84,48.0,7.0015,54,False,False,False,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2011-01-04 21:00:00,1,0,1,9.02,64.0,0.0,48,False,False,False,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2011-01-04 22:00:00,1,0,1,9.02,64.0,6.0032,35,False,False,False,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2011-01-04 23:00:00,1,0,1,8.200000000000001,69.0,6.0032,11,False,False,False,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2011-01-05 00:00:00,1,0,1,8.200000000000001,64.0,0.0,6,False,False,False,0.0,1.0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
2011-01-05 01:00:00,1,0,1,6.5600000000000005,74.0,6.0032,6,False,False,False,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
2011-01-05 02:00:00,1,0,1,6.5600000000000005,74.0,6.0032,2,False,False,False,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
2011-01-05 04:00:00,1,0,1,9.84,48.0,15.001299999999999,2,False,False,False,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
2011-01-05 05:00:00,1,0,1,9.02,47.0,11.0014,3,False,False,False,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
2011-01-05 06:00:00,1,0,1,8.200000000000001,47.0,15.001299999999999,33,False,False,False,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
2011-01-05 07:00:00,1,0,1,7.38,43.0,12.998000000000001,88,False,False,False,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
2011-01-05 08:00:00,1,0,1,8.200000000000001,40.0,19.999499999999998,195,False,False,False,0.8660254037844387,-0.49999999999999983,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
2011-01-05 09:00:00,1,0,1,9.02,37.0,22.0028,115,False,False,False,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
2011-01-05 10:00:00,1,0,1,9.02,37.0,22.0028,57,False,False,False,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
2011-01-05 11:00:00,1,0,1,10.66,33.0,22.0028,46,False,False,False,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
2011-01-05 12:00:00,1,0,1,10.66,33.0,22.0028,79,False,False,False,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
2011-01-05 13:00:00,1,0,1,11.48,30.0,19.999499999999998,71,False,False,False,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
2011-01-05 14:00:00,1,0,1,12.299999999999999,28.000000000000004,12.998000000000001,62,False,False,False,-0.4999999999999998,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
2011-01-05 15:00:00,1,0,1,12.299999999999999,28.000000000000004,12.998000000000001,62,False,False,False,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
2011-01-05 16:00:00,1,0,1,12.299999999999999,28.000000000000004,6.0032,89,False,False,False,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
2011-01-05 17:00:00,1,0,1,9.84,38.0,12.998000000000001,190,False,False,False,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
2011-01-05 18:00:00,1,0,1,9.84,38.0,8.9981,169,False,False,False,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
2011-01-05 19:00:00,1,0,1,9.84,38.0,7.0015,132,False,False,False,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
2011-01-05 20:00:00,1,0,1,9.02,47.0,11.0014,89,False,False,False,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
2011-01-05 21:00:00,1,0,1,8.200000000000001,51.0,12.998000000000001,43,False,False,False,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
2011-01-05 22:00:00,1,0,1,7.38,55.00000000000001,8.9981,42,False,False,False,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
2011-01-05 23:00:00,1,0,1,8.200000000000001,47.0,0.0,19,False,False,False,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
2011-01-06 00:00:00,1,0,1,7.38,55.00000000000001,0.0,11,False,False,False,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2011-01-06 01:00:00,1,0,1,6.5600000000000005,64.0,0.0,4,False,False,False,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2011-01-06 02:00:00,1,0,1,6.5600000000000005,64.0,0.0,2,False,False,False,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2011-01-06 04:00:00,1,0,1,6.5600000000000005,64.0,6.0032,1,True,False,False,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2011-01-06 05:00:00,1,0,1,5.74,69.0,6.0032,4,True,False,False,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2011-01-06 06:00:00,1,0,1,5.74,63.0,7.0015,36,True,False,False,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2011-01-06 07:00:00,1,0,1,6.5600000000000005,59.0,0.0,95,True,False,False,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2011-01-06 08:00:00,1,0,1,6.5600000000000005,59.0,0.0,219,False,False,False,0.8660254037844387,-0.49999999999999983,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2011-01-06 09:00:00,1,0,1,7.38,51.0,0.0,122,True,False,False,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2011-01-06 10:00:00,1,0,1,8.200000000000001,47.0,0.0,45,False,False,False,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2011-01-06 11:00:00,1,0,1,9.02,44.0,6.0032,59,False,False,False,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2011-01-06 12:00:00,1,0,1,10.66,35.0,0.0,84,False,False,False,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2011-01-06 13:00:00,1,0,1,10.66,35.0,7.0015,67,False,False,False,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2011-01-06 14:00:00,1,0,1,11.48,36.0,11.0014,70,False,False,False,-0.4999999999999998,-0.8660254037844388,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2011-01-06 15:00:00,1,0,1,11.48,36.0,0.0,62,False,False,False,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2011-01-06 16:00:00,1,0,1,10.66,38.0,11.0014,86,False,False,False,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2011-01-06 17:00:00,1,0,1,9.02,51.0,11.0014,172,False,False,False,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2011-01-06 18:00:00,1,0,1,9.02,51.0,8.9981,163,False,False,False,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2011-01-06 19:00:00,1,0,1,9.02,55.00000000000001,6.0032,112,False,False,False,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2011-01-06 20:00:00,1,0,1,8.200000000000001,51.0,11.0014,69,False,False,False,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2011-01-06 21:00:00,1,0,1,9.02,55.00000000000001,15.001299999999999,48,True,False,False,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2011-01-06 22:00:00,1,0,1,9.02,51.0,19.0012,52,True,False,False,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2011-01-06 23:00:00,1,0,1,8.200000000000001,59.0,12.998000000000001,23,True,False,False,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2011-01-07 00:00:00,1,0,1,8.200000000000001,64.0,12.998000000000001,17,True,False,False,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2011-01-07 01:00:00,1,0,1,8.200000000000001,69.0,15.001299999999999,7,True,False,False,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2011-01-07 02:00:00,1,0,1,8.200000000000001,69.0,15.001299999999999,1,True,False,False,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2011-01-07 04:00:00,1,0,1,8.200000000000001,69.0,8.9981,1,True,False,False,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2011-01-07 05:00:00,1,0,1,9.02,55.00000000000001,0.0,5,False,True,False,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2011-01-07 06:00:00,1,0,1,8.200000000000001,69.0,0.0,34,True,False,False,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
